game_name,type,aspect,mentions,sentiment_percentage
NBA 2K16,advantage,Graphics,9,77.78
NBA 2K17,advantage,Gameplay,9,100.0
NBA 2K17,advantage,Story,6,100.0
NBA 2K17,advantage,Replayability,3,100.0
NBA 2K17,advantage,Difficulty,6,100.0
NBA 2K17,advantage,Graphics,9,88.89
NBA 2K17,advantage,Level Design,4,75.0
NBA 2K19,advantage,Graphics,9,100.0
NBA 2K19,advantage,Gameplay,24,75.0
NBA 2K19,advantage,Story,8,75.0
NBA 2K21 Next-Gen,advantage,Graphics,10,80.0
NBA 2K21 Next-Gen,advantage,Gameplay,8,75.0
NBA 2K26,advantage,Replayability,8,87.5
NBA 2K26,advantage,Story,7,85.71
NBA 2K26,advantage,Gameplay,28,82.14
NBA 2K26,advantage,Graphics,11,81.82
NBA 2K26,advantage,Difficulty,5,60.0
NEO: The World Ends with You,advantage,Difficulty,13,84.62
NEO: The World Ends with You,advantage,Music & Sound,19,78.95
NEO: The World Ends with You,advantage,Gameplay,48,77.08
NEO: The World Ends with You,advantage,Replayability,8,75.0
NEO: The World Ends with You,advantage,Story,41,73.17
NEO: The World Ends with You,advantage,Characters,30,70.0
NEO: The World Ends with You,advantage,Performance,3,66.67
NHL 16,advantage,Gameplay,15,73.33
NHL 16,advantage,Graphics,3,66.67
NHL 16,advantage,Replayability,3,66.67
NINJA GAIDEN: Ragebound,advantage,Characters,5,100.0
NINJA GAIDEN: Ragebound,advantage,Gameplay,59,94.92
NINJA GAIDEN: Ragebound,advantage,Level Design,26,92.31
NINJA GAIDEN: Ragebound,advantage,Music & Sound,13,92.31
NINJA GAIDEN: Ragebound,advantage,Graphics,20,90.0
NINJA GAIDEN: Ragebound,advantage,Replayability,9,88.89
NINJA GAIDEN: Ragebound,advantage,Difficulty,31,87.1
NINJA GAIDEN: Ragebound,advantage,Story,12,83.33
NINJA GAIDEN: Ragebound,advantage,Performance,5,80.0
NORCO,advantage,Story,17,88.24
NORCO,advantage,Gameplay,4,75.0
NORCO,disadvantage,Gameplay,4,25.0
NanoApostle,advantage,Gameplay,3,66.67
Need for Speed: Rivals,advantage,Difficulty,4,100.0
Need for Speed: Rivals,advantage,Graphics,5,60.0
Nelly Cootalot - The Fowl Fleet,advantage,Story,3,66.67
Neon White,advantage,Story,25,100.0
Neon White,advantage,Level Design,21,100.0
Neon White,advantage,Music & Sound,7,100.0
Neon White,advantage,Gameplay,35,94.29
Neon White,advantage,Graphics,12,91.67
Neon White,advantage,Difficulty,11,90.91
Neon White,advantage,Characters,8,87.5
Neon White,advantage,Performance,7,85.71
Neva,advantage,Characters,10,100.0
Neva,advantage,Music & Sound,19,100.0
Neva,advantage,Replayability,3,100.0
Neva,advantage,Story,49,97.96
Neva,advantage,Gameplay,47,97.87
Neva,advantage,Graphics,32,96.88
Neva,advantage,Difficulty,8,87.5
Neva,advantage,Level Design,10,80.0
Neva: Prologue,advantage,Replayability,4,75.0
Neva: Prologue,advantage,Gameplay,5,60.0
NeverAwake,advantage,Gameplay,11,100.0
NeverAwake,advantage,Graphics,6,100.0
NeverAwake,advantage,Story,8,75.0
NeverAwake,advantage,Replayability,3,66.67
NeverAwake,advantage,Level Design,5,60.0
News Tower,advantage,Gameplay,3,100.0
News Tower,advantage,Story,3,100.0
News Tower,advantage,Difficulty,3,100.0
Nex Machina,advantage,Difficulty,23,100.0
Nex Machina,advantage,Level Design,7,100.0
Nex Machina,advantage,Gameplay,24,95.83
Nex Machina,advantage,Music & Sound,8,87.5
Nex Machina,advantage,Graphics,7,85.71
Nex Machina,advantage,Replayability,4,75.0
Ni no Kuni 2: Revenant Kingdom,advantage,Characters,16,93.75
Ni no Kuni 2: Revenant Kingdom,advantage,Graphics,15,86.67
Ni no Kuni 2: Revenant Kingdom,advantage,Level Design,29,86.21
Ni no Kuni 2: Revenant Kingdom,advantage,Difficulty,12,83.33
Ni no Kuni 2: Revenant Kingdom,advantage,Music & Sound,11,81.82
Ni no Kuni 2: Revenant Kingdom,advantage,Gameplay,43,79.07
Ni no Kuni 2: Revenant Kingdom,advantage,Story,30,76.67
Ni no Kuni II: Revenant Kingdom - Prince's Edition,advantage,Gameplay,13,84.62
Ni no Kuni II: Revenant Kingdom - Prince's Edition,advantage,Characters,5,80.0
Ni no Kuni II: Revenant Kingdom - Prince's Edition,advantage,Story,8,75.0
Ni no Kuni II: Revenant Kingdom - Prince's Edition,advantage,Performance,9,66.67
Ni no Kuni II: Revenant Kingdom - Prince's Edition,advantage,Difficulty,5,60.0
Ni no Kuni: Wrath of the White Witch Remastered,advantage,Difficulty,3,100.0
Ni no Kuni: Wrath of the White Witch Remastered,advantage,Replayability,4,100.0
Ni no Kuni: Wrath of the White Witch Remastered,advantage,Story,17,94.12
Ni no Kuni: Wrath of the White Witch Remastered,advantage,Gameplay,13,92.31
Ni no Kuni: Wrath of the White Witch Remastered,advantage,Music & Sound,8,87.5
Ni no Kuni: Wrath of the White Witch Remastered,advantage,Level Design,6,83.33
Ni no Kuni: Wrath of the White Witch Remastered,advantage,Characters,11,81.82
Ni no Kuni: Wrath of the White Witch Remastered,advantage,Graphics,11,72.73
Nidhogg,advantage,Graphics,3,100.0
Nidhogg,advantage,Music & Sound,3,100.0
Nidhogg,advantage,Gameplay,9,77.78
Nidhogg,advantage,Difficulty,3,66.67
NieR Replicant ver.1.22474487139,advantage,Music & Sound,16,87.5
NieR Replicant ver.1.22474487139,advantage,Story,42,83.33
NieR Replicant ver.1.22474487139,advantage,Characters,18,83.33
NieR Replicant ver.1.22474487139,advantage,Gameplay,43,81.4
NieR Replicant ver.1.22474487139,advantage,Difficulty,10,80.0
NieR Replicant ver.1.22474487139,advantage,Graphics,18,77.78
NieR Replicant ver.1.22474487139,advantage,Replayability,16,75.0
NieR Replicant ver.1.22474487139,advantage,Performance,7,71.43
NieR: Automata Become as Gods Edition,advantage,Gameplay,7,85.71
NieR: Automata Become as Gods Edition,advantage,Story,7,85.71
NieR: Automata Become as Gods Edition,advantage,Characters,4,75.0
NieR: Automata Become as Gods Edition,advantage,Replayability,3,66.67
NieR: Automata Become as Gods Edition,disadvantage,Characters,4,25.0
NieR: Automata Game of the YoRHa Edition,advantage,Replayability,5,100.0
Nier: Automata,advantage,Level Design,8,100.0
Nier: Automata,advantage,Replayability,4,100.0
Nier: Automata,advantage,Characters,14,100.0
Nier: Automata,advantage,Performance,7,100.0
Nier: Automata,advantage,Music & Sound,22,100.0
Nier: Automata,advantage,Story,66,96.97
Nier: Automata,advantage,Gameplay,63,96.83
Nier: Automata,advantage,Difficulty,13,92.31
Nier: Automata,advantage,Graphics,9,88.89
Nier: Automata - The End of YoRHa Edition,advantage,Gameplay,6,100.0
Nier: Automata - The End of YoRHa Edition,advantage,Characters,4,100.0
Nier: Automata - The End of YoRHa Edition,advantage,Performance,4,100.0
Nier: Automata - The End of YoRHa Edition,advantage,Story,10,90.0
Nier: Automata - The End of YoRHa Edition,advantage,Graphics,5,80.0
Nier: Automata - The End of YoRHa Edition,advantage,Music & Sound,3,66.67
Night in the Woods,advantage,Characters,17,94.12
Night in the Woods,advantage,Gameplay,15,86.67
Night in the Woods,advantage,Graphics,7,85.71
Night in the Woods,advantage,Story,38,81.58
Night in the Woods,advantage,Difficulty,5,80.0
Night in the Woods,advantage,Music & Sound,10,70.0
Nine Sols,advantage,Characters,7,100.0
Nine Sols,advantage,Graphics,7,100.0
Nine Sols,advantage,Level Design,3,100.0
Nine Sols,advantage,Difficulty,15,100.0
Nine Sols,advantage,Story,21,95.24
Nine Sols,advantage,Gameplay,31,90.32
Ninja Gaiden 2 Black,advantage,Story,6,100.0
Ninja Gaiden 2 Black,advantage,Characters,4,100.0
Ninja Gaiden 2 Black,advantage,Performance,9,88.89
Ninja Gaiden 2 Black,advantage,Difficulty,22,81.82
Ninja Gaiden 2 Black,advantage,Replayability,8,75.0
Ninja Gaiden 2 Black,advantage,Graphics,21,71.43
Ninja Gaiden 2 Black,advantage,Gameplay,30,66.67
Ninja Gaiden 4,advantage,Music & Sound,6,100.0
Ninja Gaiden 4,advantage,Graphics,13,92.31
Ninja Gaiden 4,advantage,Difficulty,21,90.48
Ninja Gaiden 4,advantage,Characters,17,88.24
Ninja Gaiden 4,advantage,Replayability,16,87.5
Ninja Gaiden 4,advantage,Performance,13,84.62
Ninja Gaiden 4,advantage,Gameplay,83,78.31
Ninja Gaiden 4,advantage,Level Design,24,75.0
Ninja Gaiden 4,advantage,Story,34,70.59
Nioh,advantage,Graphics,3,100.0
Nioh,advantage,Replayability,5,100.0
Nioh,advantage,Difficulty,29,96.55
Nioh,advantage,Level Design,12,91.67
Nioh,advantage,Gameplay,51,90.2
Nioh,advantage,Characters,5,80.0
Nioh,advantage,Story,12,66.67
Nioh 2,advantage,Graphics,3,100.0
Nioh 2,advantage,Difficulty,22,100.0
Nioh 2,advantage,Level Design,8,100.0
Nioh 2,advantage,Replayability,4,100.0
Nioh 2,advantage,Gameplay,45,93.33
Nioh 2,advantage,Characters,11,90.91
Nioh 2,advantage,Story,9,88.89
Nioh 2 - The Complete Edition,advantage,Story,5,100.0
Nioh 2 - The Complete Edition,advantage,Replayability,9,100.0
Nioh 2 - The Complete Edition,advantage,Difficulty,12,100.0
Nioh 2 - The Complete Edition,advantage,Gameplay,15,93.33
Nioh 2 - The Complete Edition,advantage,Performance,10,80.0
Nioh 2: Darkness in the Capital,advantage,Gameplay,3,100.0
Nioh 2: Darkness in the Capital,advantage,Replayability,5,80.0
Nioh 2: Darkness in the Capital,advantage,Story,3,66.67
Nioh 3,advantage,Graphics,10,100.0
Nioh 3,advantage,Replayability,13,100.0
Nioh 3,advantage,Music & Sound,3,100.0
Nioh 3,advantage,Difficulty,21,95.24
Nioh 3,advantage,Gameplay,89,94.38
Nioh 3,advantage,Characters,9,88.89
Nioh 3,advantage,Level Design,21,85.71
Nioh 3,advantage,Performance,10,80.0
Nioh 3,advantage,Story,24,79.17
Nioh: Complete Edition,advantage,Difficulty,7,100.0
Nioh: Complete Edition,advantage,Gameplay,10,90.0
Nioh: Complete Edition,advantage,Replayability,3,66.67
No More Heroes,advantage,Replayability,3,100.0
No More Heroes,advantage,Story,5,80.0
No More Heroes,advantage,Gameplay,14,78.57
Nobody Saves the World,advantage,Difficulty,9,88.89
Nobody Saves the World,advantage,Music & Sound,5,80.0
Nobody Saves the World,advantage,Graphics,9,77.78
Nobody Saves the World,advantage,Level Design,9,77.78
Nobody Saves the World,advantage,Replayability,4,75.0
Nobody Saves the World,advantage,Story,10,70.0
Nobody Saves the World,advantage,Gameplay,35,62.86
Nobody Saves the World,advantage,Characters,10,60.0
Not For Broadcast,advantage,Story,6,100.0
Not For Broadcast,advantage,Gameplay,6,66.67
Not For Broadcast,advantage,Replayability,3,66.67
Not for Broadcast VR,advantage,Story,3,66.67
Nowhere Prophet,advantage,Story,3,100.0
Nuclear Throne,advantage,Characters,3,100.0
Nuclear Throne,advantage,Difficulty,5,100.0
Octahedron,advantage,Level Design,6,100.0
Octahedron,advantage,Music & Sound,6,100.0
Octahedron,advantage,Difficulty,9,77.78
Octahedron,advantage,Graphics,5,60.0
Octopath Traveler,advantage,Music & Sound,14,100.0
Octopath Traveler,advantage,Difficulty,7,85.71
Octopath Traveler,advantage,Gameplay,45,82.22
Octopath Traveler,advantage,Level Design,5,80.0
Octopath Traveler,advantage,Graphics,18,77.78
Octopath Traveler,advantage,Story,34,76.47
Octopath Traveler,advantage,Replayability,4,75.0
Octopath Traveler,advantage,Characters,23,73.91
Octopath Traveler 0,advantage,Replayability,10,100.0
Octopath Traveler 0,advantage,Characters,28,85.71
Octopath Traveler 0,advantage,Gameplay,64,81.25
Octopath Traveler 0,advantage,Graphics,20,80.0
Octopath Traveler 0,advantage,Story,62,75.81
Octopath Traveler 0,advantage,Performance,4,75.0
Octopath Traveler 0,advantage,Music & Sound,19,73.68
Octopath Traveler II,advantage,Replayability,6,100.0
Octopath Traveler II,advantage,Level Design,3,100.0
Octopath Traveler II,advantage,Music & Sound,20,95.0
Octopath Traveler II,advantage,Graphics,13,92.31
Octopath Traveler II,advantage,Story,22,90.91
Octopath Traveler II,advantage,Gameplay,47,89.36
Octopath Traveler II,advantage,Difficulty,9,88.89
Octopath Traveler II,advantage,Characters,37,86.49
Oddworld: Abe's Oddysee - New 'n' Tasty,advantage,Story,4,100.0
Oddworld: Abe's Oddysee - New 'n' Tasty,advantage,Gameplay,17,76.47
Oddworld: Abe's Oddysee - New 'n' Tasty,advantage,Characters,3,66.67
Oddworld: Abe's Oddysee - New 'n' Tasty,advantage,Level Design,3,66.67
Oddworld: Abe's Oddysee - New 'n' Tasty,advantage,Replayability,3,66.67
Oddworld: Abe's Oddysee - New 'n' Tasty,disadvantage,Replayability,3,33.33
Ode,advantage,Gameplay,5,100.0
Ode,advantage,Music & Sound,8,87.5
Odin Sphere Leifthrasir,advantage,Story,8,100.0
Odin Sphere Leifthrasir,advantage,Graphics,11,100.0
Odin Sphere Leifthrasir,advantage,Difficulty,5,100.0
Odin Sphere Leifthrasir,advantage,Characters,4,100.0
Odin Sphere Leifthrasir,advantage,Replayability,5,100.0
Odin Sphere Leifthrasir,advantage,Gameplay,17,94.12
Offworld Trading Company,advantage,Difficulty,4,75.0
Okami HD,advantage,Level Design,3,100.0
Okami HD,advantage,Performance,8,100.0
Okami HD,advantage,Difficulty,7,100.0
Okami HD,advantage,Gameplay,27,92.59
Okami HD,advantage,Story,13,92.31
Okami HD,advantage,Graphics,19,89.47
Okami HD,advantage,Characters,6,83.33
Okami HD,advantage,Replayability,5,80.0
Okami HD,advantage,Music & Sound,4,75.0
Okunoka Madness,advantage,Gameplay,5,80.0
Okunoka Madness,advantage,Graphics,4,75.0
Okunoka Madness,advantage,Level Design,4,75.0
Okunoka Madness,advantage,Difficulty,3,66.67
Old Skies,advantage,Graphics,4,100.0
Old Skies,advantage,Characters,8,87.5
Old Skies,advantage,Story,15,73.33
Old Skies,advantage,Difficulty,3,66.67
OlliOlli World,advantage,Story,10,100.0
OlliOlli World,advantage,Characters,12,100.0
OlliOlli World,advantage,Replayability,13,100.0
OlliOlli World,advantage,Level Design,33,96.97
OlliOlli World,advantage,Graphics,25,96.0
OlliOlli World,advantage,Gameplay,50,96.0
OlliOlli World,advantage,Difficulty,35,88.57
OlliOlli World,advantage,Music & Sound,8,87.5
OlliOlli World: VOID Riders,advantage,Gameplay,3,100.0
OlliOlli World: VOID Riders,advantage,Level Design,8,100.0
OlliOlli2: Welcome to Olliwood,advantage,Gameplay,7,100.0
OlliOlli2: Welcome to Olliwood,advantage,Replayability,3,100.0
OlliOlli2: Welcome to Olliwood,advantage,Difficulty,9,88.89
OlliOlli2: Welcome to Olliwood,advantage,Level Design,5,60.0
Omori,advantage,Gameplay,4,100.0
Omori,advantage,Story,5,100.0
Omori,advantage,Difficulty,4,100.0
Omori,advantage,Characters,4,75.0
Once Upon a Jester...,advantage,Story,7,100.0
Once Upon a Jester...,advantage,Music & Sound,5,100.0
Once Upon a Jester...,advantage,Characters,3,100.0
Once Upon a Jester...,advantage,Replayability,3,100.0
Once Upon a Jester...,advantage,Gameplay,4,75.0
Once Upon a Katamari,advantage,Story,4,100.0
Once Upon a Katamari,advantage,Replayability,7,100.0
Once Upon a Katamari,advantage,Characters,3,100.0
Once Upon a Katamari,advantage,Gameplay,24,83.33
Once Upon a Katamari,advantage,Performance,6,83.33
Once Upon a Katamari,advantage,Difficulty,16,81.25
Once Upon a Katamari,advantage,Music & Sound,16,81.25
Once Upon a Katamari,advantage,Graphics,5,80.0
Once Upon a Katamari,advantage,Level Design,8,75.0
One Finger Death Punch 2,advantage,Gameplay,5,100.0
One Finger Death Punch 2,advantage,Level Design,4,100.0
OneShot,advantage,Characters,3,100.0
OneShot,advantage,Story,4,75.0
Opus: Prism Peak,advantage,Graphics,9,100.0
Opus: Prism Peak,advantage,Characters,11,100.0
Opus: Prism Peak,advantage,Story,28,96.43
Opus: Prism Peak,advantage,Gameplay,16,93.75
Opus: Prism Peak,advantage,Difficulty,5,80.0
Orcs Must Die: Unchained,advantage,Gameplay,4,100.0
Ori and the Blind Forest,advantage,Level Design,6,100.0
Ori and the Blind Forest,advantage,Gameplay,31,90.32
Ori and the Blind Forest,advantage,Graphics,10,90.0
Ori and the Blind Forest,advantage,Story,19,89.47
Ori and the Blind Forest,advantage,Music & Sound,9,88.89
Ori and the Blind Forest,advantage,Difficulty,26,84.62
Ori and the Blind Forest: Definitive Edition,advantage,Story,5,100.0
Ori and the Blind Forest: Definitive Edition,advantage,Graphics,6,100.0
Ori and the Blind Forest: Definitive Edition,advantage,Level Design,4,100.0
Ori and the Blind Forest: Definitive Edition,advantage,Difficulty,7,100.0
Ori and the Blind Forest: Definitive Edition,advantage,Music & Sound,3,100.0
Ori and the Blind Forest: Definitive Edition,advantage,Gameplay,10,90.0
Ori and the Blind Forest: Definitive Edition,advantage,Replayability,6,83.33
Ori and the Will of the Wisps,advantage,Story,24,100.0
Ori and the Will of the Wisps,advantage,Characters,8,100.0
Ori and the Will of the Wisps,advantage,Music & Sound,19,100.0
Ori and the Will of the Wisps,advantage,Level Design,10,100.0
Ori and the Will of the Wisps,advantage,Difficulty,18,100.0
Ori and the Will of the Wisps,advantage,Graphics,18,94.44
Ori and the Will of the Wisps,advantage,Gameplay,53,92.45
Ori and the Will of the Wisps,advantage,Performance,22,90.91
Orwell - Keeping an Eye on You,advantage,Story,4,75.0
Outer Wilds,advantage,Performance,3,100.0
Outer Wilds,advantage,Music & Sound,3,100.0
Outer Wilds,advantage,Gameplay,20,85.0
Outer Wilds,advantage,Story,8,75.0
Overboard!,advantage,Gameplay,3,100.0
Overboard!,advantage,Music & Sound,3,100.0
Overboard!,advantage,Characters,4,100.0
Overboard!,advantage,Story,9,88.89
Overboard!,advantage,Graphics,5,80.0
Overcooked 2,advantage,Story,5,100.0
Overcooked 2,advantage,Music & Sound,3,100.0
Overcooked 2,advantage,Gameplay,20,95.0
Overcooked 2,advantage,Level Design,22,90.91
Overcooked 2,advantage,Difficulty,14,71.43
Overcooked 2,advantage,Graphics,6,66.67
Overcooked 2,advantage,Replayability,5,60.0
Overcooked 2 - Surf 'n' Turf,advantage,Difficulty,6,66.67
Overcooked! All You Can Eat,advantage,Level Design,3,100.0
Overcooked! All You Can Eat,advantage,Performance,4,100.0
Overcooked! All You Can Eat,advantage,Replayability,17,94.12
Overcooked! All You Can Eat,advantage,Graphics,5,80.0
Overcooked! All You Can Eat,disadvantage,Graphics,5,20.0
Overfall,advantage,Gameplay,3,66.67
Overwatch,advantage,Story,4,100.0
Overwatch,advantage,Music & Sound,3,100.0
Overwatch,advantage,Graphics,7,100.0
Overwatch,advantage,Characters,20,100.0
Overwatch,advantage,Level Design,7,100.0
Overwatch,advantage,Performance,16,100.0
Overwatch,advantage,Gameplay,23,91.3
Overwatch,advantage,Replayability,10,90.0
Overwatch,advantage,Difficulty,7,85.71
Owlboy,advantage,Difficulty,7,100.0
Owlboy,advantage,Level Design,6,100.0
Owlboy,advantage,Characters,27,100.0
Owlboy,advantage,Story,34,97.06
Owlboy,advantage,Graphics,25,96.0
Owlboy,advantage,Music & Sound,20,95.0
Owlboy,advantage,Gameplay,35,94.29
Oxenfree,advantage,Music & Sound,7,100.0
Oxenfree,advantage,Story,49,81.63
Oxenfree,advantage,Difficulty,4,75.0
Oxenfree,advantage,Characters,27,74.07
Oxenfree,advantage,Level Design,3,66.67
Oxenfree,advantage,Gameplay,15,60.0
PARANORMASIGHT: The Mermaid's Curse,advantage,Music & Sound,4,100.0
PARANORMASIGHT: The Mermaid's Curse,advantage,Difficulty,3,100.0
PARANORMASIGHT: The Mermaid's Curse,advantage,Characters,8,87.5
PARANORMASIGHT: The Mermaid's Curse,advantage,Story,14,85.71
PARANORMASIGHT: The Mermaid's Curse,advantage,Graphics,13,84.62
PARANORMASIGHT: The Mermaid's Curse,advantage,Gameplay,6,83.33
PARANORMASIGHT: The Seven Mysteries of Honjo,advantage,Characters,7,100.0
PARANORMASIGHT: The Seven Mysteries of Honjo,advantage,Graphics,20,95.0
PARANORMASIGHT: The Seven Mysteries of Honjo,advantage,Story,18,94.44
PARANORMASIGHT: The Seven Mysteries of Honjo,advantage,Difficulty,8,87.5
PARANORMASIGHT: The Seven Mysteries of Honjo,advantage,Gameplay,8,62.5
PGA TOUR 2K25,advantage,Level Design,4,100.0
PGA TOUR 2K25,advantage,Graphics,12,83.33
PGA TOUR 2K25,advantage,Gameplay,15,80.0
PGA TOUR 2K25,advantage,Music & Sound,4,75.0
PGA TOUR 2K25,advantage,Difficulty,3,66.67
POPUCOM,advantage,Gameplay,6,100.0
POPUCOM,advantage,Difficulty,4,100.0
Pacific Drive: Whispers in the Woods,advantage,Replayability,3,100.0
Panzer Paladin,advantage,Replayability,3,100.0
Panzer Paladin,advantage,Gameplay,12,75.0
Panzer Paladin,advantage,Level Design,7,71.43
Panzer Paladin,advantage,Graphics,3,66.67
Panzer Paladin,advantage,Difficulty,5,60.0
Panzer Paladin,disadvantage,Graphics,3,33.33
Panzer Paladin,disadvantage,Difficulty,5,20.0
Paper Beast,advantage,Story,5,60.0
Paper Mario: The Thousand-Year Door,advantage,Characters,13,100.0
Paper Mario: The Thousand-Year Door,advantage,Music & Sound,11,100.0
Paper Mario: The Thousand-Year Door,advantage,Performance,4,100.0
Paper Mario: The Thousand-Year Door,advantage,Gameplay,28,96.43
Paper Mario: The Thousand-Year Door,advantage,Graphics,24,95.83
Paper Mario: The Thousand-Year Door,advantage,Story,22,90.91
Paper Mario: The Thousand-Year Door,advantage,Difficulty,8,87.5
Paper Mario: The Thousand-Year Door,advantage,Replayability,8,87.5
Paradise Killer,advantage,Music & Sound,6,83.33
Paradise Killer,advantage,Gameplay,11,81.82
Paradise Killer,advantage,Characters,15,80.0
Paradise Killer,advantage,Graphics,4,75.0
Paradise Killer,advantage,Difficulty,3,66.67
Paradise Killer,advantage,Story,13,61.54
Patch Quest,advantage,Gameplay,3,66.67
Path of Exile 2,advantage,Level Design,3,100.0
Path of Exile 2,advantage,Difficulty,3,100.0
Path of Exile: The Fall of Oriath,advantage,Characters,3,100.0
Path of the Midnight Sun,advantage,Gameplay,3,100.0
Pathfinder: Wrath of the Righteous,advantage,Difficulty,4,100.0
Pathfinder: Wrath of the Righteous,advantage,Replayability,9,88.89
Pathfinder: Wrath of the Righteous,advantage,Characters,7,85.71
Pathfinder: Wrath of the Righteous,advantage,Story,17,82.35
Pathfinder: Wrath of the Righteous,advantage,Performance,9,77.78
Pathfinder: Wrath of the Righteous,advantage,Gameplay,20,70.0
Patrick's Parabox,advantage,Difficulty,3,100.0
Pentiment,advantage,Difficulty,5,100.0
Pentiment,advantage,Story,78,88.46
Pentiment,advantage,Characters,25,88.0
Pentiment,advantage,Graphics,14,85.71
Pentiment,advantage,Gameplay,17,82.35
Pentiment,advantage,Music & Sound,4,75.0
Pentiment,advantage,Replayability,4,75.0
Perfect Tides: Station to Station,advantage,Gameplay,4,100.0
Perfect Tides: Station to Station,advantage,Story,10,100.0
Perfect Tides: Station to Station,advantage,Difficulty,3,100.0
Persona 3 Portable,advantage,Graphics,6,83.33
Persona 3 Portable,advantage,Characters,16,81.25
Persona 3 Portable,advantage,Replayability,9,77.78
Persona 3 Portable,advantage,Gameplay,17,76.47
Persona 3 Portable,advantage,Difficulty,4,75.0
Persona 3 Portable,advantage,Music & Sound,7,71.43
Persona 3 Portable,advantage,Story,13,69.23
Persona 3 Reload,advantage,Characters,29,93.1
Persona 3 Reload,advantage,Gameplay,57,92.98
Persona 3 Reload,advantage,Music & Sound,12,91.67
Persona 3 Reload,advantage,Graphics,32,90.62
Persona 3 Reload,advantage,Story,52,90.38
Persona 3 Reload,advantage,Replayability,21,80.95
Persona 3 Reload,advantage,Performance,9,77.78
Persona 3 Reload,advantage,Difficulty,10,60.0
Persona 4 Golden,advantage,Gameplay,21,100.0
Persona 4 Golden,advantage,Story,28,100.0
Persona 4 Golden,advantage,Graphics,13,100.0
Persona 4 Golden,advantage,Characters,18,100.0
Persona 4 Golden,advantage,Music & Sound,13,92.31
Persona 4 Golden,advantage,Difficulty,10,90.0
Persona 4 Golden,advantage,Replayability,6,83.33
Persona 4 Golden,advantage,Performance,5,80.0
Persona 5,advantage,Gameplay,39,100.0
Persona 5,advantage,Story,42,100.0
Persona 5,advantage,Graphics,18,100.0
Persona 5,advantage,Characters,18,100.0
Persona 5,advantage,Level Design,7,100.0
Persona 5,advantage,Music & Sound,16,100.0
Persona 5,advantage,Difficulty,4,100.0
Persona 5,advantage,Replayability,7,100.0
Persona 5 Royal,advantage,Level Design,5,100.0
Persona 5 Royal,advantage,Performance,6,100.0
Persona 5 Royal,advantage,Replayability,29,100.0
Persona 5 Royal,advantage,Gameplay,31,96.77
Persona 5 Royal,advantage,Story,37,94.59
Persona 5 Royal,advantage,Characters,27,92.59
Persona 5 Royal,advantage,Music & Sound,11,90.91
Persona 5 Royal,advantage,Graphics,10,90.0
Persona 5 Royal,advantage,Difficulty,10,80.0
Persona 5 Strikers,advantage,Graphics,6,100.0
Persona 5 Strikers,advantage,Level Design,5,100.0
Persona 5 Strikers,advantage,Characters,27,92.59
Persona 5 Strikers,advantage,Music & Sound,9,88.89
Persona 5 Strikers,advantage,Gameplay,56,87.5
Persona 5 Strikers,advantage,Story,44,86.36
Persona 5 Strikers,advantage,Replayability,7,71.43
Persona 5 Strikers,advantage,Difficulty,9,66.67
Persona Q2: New Cinema Labyrinth,advantage,Gameplay,8,100.0
Persona Q2: New Cinema Labyrinth,advantage,Characters,7,100.0
Persona Q2: New Cinema Labyrinth,advantage,Story,6,83.33
Persona Q2: New Cinema Labyrinth,advantage,Difficulty,4,75.0
Persona Q2: New Cinema Labyrinth,advantage,Level Design,3,66.67
Persona Q: Shadow of the Labyrinth,advantage,Gameplay,8,87.5
Persona Q: Shadow of the Labyrinth,advantage,Story,6,83.33
Persona Q: Shadow of the Labyrinth,advantage,Characters,8,75.0
Persona Q: Shadow of the Labyrinth,advantage,Difficulty,6,66.67
Phoenix Wright: Ace Attorney - Spirit of Justice,advantage,Music & Sound,6,100.0
Phoenix Wright: Ace Attorney - Spirit of Justice,advantage,Gameplay,11,90.91
Phoenix Wright: Ace Attorney - Spirit of Justice,advantage,Characters,19,89.47
Phoenix Wright: Ace Attorney - Spirit of Justice,advantage,Story,20,70.0
Phoenix Wright: Ace Attorney - Spirit of Justice,advantage,Graphics,6,66.67
Phoenix Wright: Ace Attorney - Spirit of Justice,advantage,Difficulty,5,60.0
Phoenix Wright: Ace Attorney Trilogy,advantage,Gameplay,5,100.0
Phoenix Wright: Ace Attorney Trilogy,advantage,Replayability,4,100.0
Phoenix Wright: Ace Attorney Trilogy,advantage,Graphics,18,94.44
Phoenix Wright: Ace Attorney Trilogy,advantage,Characters,13,92.31
Phoenix Wright: Ace Attorney Trilogy,advantage,Story,13,84.62
Phoenix Wright: Ace Attorney Trilogy,advantage,Music & Sound,3,66.67
Picross 3D Round 2,advantage,Difficulty,3,100.0
Pikmin 3 Deluxe,advantage,Story,5,100.0
Pikmin 3 Deluxe,advantage,Graphics,5,100.0
Pikmin 3 Deluxe,advantage,Difficulty,7,100.0
Pikmin 3 Deluxe,advantage,Level Design,4,100.0
Pikmin 3 Deluxe,advantage,Replayability,14,92.86
Pikmin 3 Deluxe,advantage,Gameplay,13,92.31
Pikmin 4,advantage,Graphics,4,100.0
Pikmin 4,advantage,Difficulty,21,100.0
Pikmin 4,advantage,Characters,4,100.0
Pikmin 4,advantage,Gameplay,37,97.3
Pikmin 4,advantage,Story,8,87.5
Pikmin 4,advantage,Level Design,8,87.5
Pikmin 4,advantage,Replayability,7,85.71
Pillars of Eternity,advantage,Difficulty,6,100.0
